Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,County,Submitted Data,Passed Quality Assurance Check,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Residents Hospitalizations with Confirmed COVID-19,Residents Hospitalizations with Confirmed COVID-19 and Up to Date with Vaccines,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents","Number of Residents who are Up to Date on COVID-19 Vaccinations, 14 Days or More Before Positive Test",Number of Residents Staying in this Facility for At Least 1 Day This Week,Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week,Number of Residents Staying in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines,Recent Percentage of Current Residents Up to Date with COVID-19 Vaccines,Percentage of Current Residents Up to Date with COVID-19 Vaccines,Number of Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines,Recent Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines,Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines
05/24/20,165241,GRUNDY CARE CENTER,102 EAST J AVENUE,GRUNDY CENTER,IA,50638,3198245436,Grundy,Y,Y,0.0,0.0,3.0,3.0,0.0,0.0,40.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165243,CHAUTAUQUA GUEST HOME #3,302 NINTH STREET,CHARLES CITY,IA,50616,6412285351,Floyd,Y,Y,0.0,0.0,10.0,10.0,0.0,0.0,65.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165245,HILLCREST HEALTH CARE CENTER,2121 AVENUE L,HAWARDEN,IA,51023,7125511074,Sioux,Y,Y,0.0,0.0,2.0,2.0,0.0,0.0,64.0,47.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165247,GOOD SAMARITAN SOCIETY - GEORGE,324 FIRST AVENUE NORTH,GEORGE,IA,51237,7124753391,Lyon,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,42.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165248,PLEASANT ACRES CARE CENTER,309 RAILROAD STREET,HULL,IA,51239,7124392758,Sioux,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165249,GOOD SAMARITAN SOCIETY - NEWELL,415 WEST HIGHWAY 7,NEWELL,IA,50568,7122723327,Buena Vista,N,,,,,,,,,,,,,,,,,,,,,,,,,,
05/24/20,165251,RAVENWOOD SPECIALTY CARE,2651 ST FRANCIS DRIVE,WATERLOO,IA,50702,3192326808,Black Hawk,Y,Y,1.0,1.0,12.0,12.0,1.0,1.0,172.0,124.0,0.0,0.0,3.0,3.0,8.06,8.06,8.06,8.06,,,,,,,,,
05/24/20,165252,WESTVIEW ACRES CARE CENTER,203 S W LORRAINE,LEON,IA,50144,6414464165,Decatur,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,55.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165253,PANORA SPECIALTY CARE,805 EAST MAIN,PANORA,IA,50216,6417552700,Guthrie,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,46.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165254,"OAKVIEW, INC.",511 EAST CENTER,CONRAD,IA,50621,6413662212,Grundy,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,46.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165255,VIA OF CARLISLE,680 COLE STREET,CARLISLE,IA,50047,5159890871,Warren,Y,Y,0.0,0.0,2.0,2.0,0.0,0.0,80.0,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165256,ELMWOOD CARE CENTRE,222 NORTH 15TH STREET,ONAWA,IA,51040,7124232510,Monona,Y,Y,0.0,0.0,2.0,2.0,0.0,0.0,54.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165257,GOLDEN AGE CARE CENTER,1915 SOUTH 18TH STREET,CENTERVILLE,IA,52544,6418562757,Appanoose,Y,Y,0.0,0.0,1.0,1.0,0.0,0.0,58.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165259,THORNTON MANOR NURSING AND CARE CENTER,1329 MAIN STREET,LANSING,IA,52151,5635384236,Allamakee,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,48.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165260,ASPIRE OF DONNELLSON,901 STATE STREET,DONNELLSON,IA,52625,3198355621,Lee,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,55.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165261,MILL-POND,1201 SE MILL POND COURT,ANKENY,IA,50021,5159642273,Polk,Y,Y,1.0,1.0,11.0,11.0,0.0,0.0,60.0,47.0,0.0,0.0,1.0,1.0,21.28,0.0,21.28,0.0,,,,,,,,,
05/24/20,165262,GRINNELL HEALTH CARE CENTER,415 W SIXTH AVENUE,GRINNELL,IA,50112,6412366511,Poweshiek,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,45.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165263,MECHANICSVILLE SPECIALTY CARE,104 EAST FOURTH STREET BOX 430,MECHANICSVILLE,IA,52306,5634327235,Cedar,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,39.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165264,"QHC MITCHELLVILLE, LLC",114 CARTER STREET SW,MITCHELLVILLE,IA,50169,5159673726,Polk,Y,Y,27.0,27.0,7.0,7.0,2.0,2.0,65.0,43.0,0.0,0.0,5.0,5.0,627.91,46.51,627.91,46.51,,,,,,,,,
05/24/20,165265,"QHC FORT DODGE VILLA , LLC",2721 10TH AVENUE NORTH,FORT DODGE,IA,50501,5155767525,Webster,Y,Y,0.0,0.0,10.0,10.0,0.0,0.0,107.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165266,HOLY SPIRIT RETIREMENT HOME,1701 WEST 25TH STREET,SIOUX CITY,IA,51103,7122522726,Woodbury,Y,Y,6.0,6.0,1.0,1.0,1.0,1.0,94.0,64.0,0.0,0.0,2.0,2.0,93.75,15.63,93.75,15.63,,,,,,,,,
05/24/20,165267,MAPLE HEIGHTS,2 SUNRISE AVENUE,MAPLETON,IA,51034,7128811680,Monona,Y,Y,0.0,0.0,1.0,1.0,0.0,0.0,72.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165268,REHABILITATION CENTER OF DES MOINES,701 RIVERVIEW,DES MOINES,IA,50316,5152661106,Polk,Y,Y,12.0,12.0,2.0,2.0,0.0,0.0,74.0,68.0,0.0,0.0,4.0,4.0,176.47,0.0,176.47,0.0,,,,,,,,,
05/24/20,165269,CLEARVIEW HOME,406 WEST WASHINGTON,MOUNT AYR,IA,50854,6414642240,Ringgold,Y,Y,0.0,0.0,3.0,3.0,0.0,0.0,82.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165270,STRATFORD SPECIALTY CARE,1200 HIGHWAY 175 EAST,STRATFORD,IA,50249,5158382795,Hamilton,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,53.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165271,WESTWOOD SPECIALTY CARE,4201 FIELDCREST DRIVE,SIOUX CITY,IA,51104,7122580135,Woodbury,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,85.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165272,UNIVERSITY PARK NURSING & REHABILITATION CENTER,233 UNIVERSITY AVENUE,DES MOINES,IA,50314,5152841280,Polk,Y,Y,45.0,45.0,0.0,0.0,4.0,4.0,108.0,92.0,0.0,0.0,5.0,5.0,489.13,43.48,489.13,43.48,,,,,,,,,
05/24/20,165273,VIA OF DES MOINES,4911 SW 19TH STREET,DES MOINES,IA,50315,5152852559,Polk,Y,Y,26.0,26.0,6.0,6.0,4.0,4.0,89.0,59.0,0.0,0.0,19.0,19.0,440.68,67.8,440.68,67.8,,,,,,,,,
05/24/20,165274,NORTHERN MAHASKA SPECIALTY CARE,2401 CRESTVIEW DRIVE,OSKALOOSA,IA,52577,6416733000,Mahaska,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,79.0,67.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165275,CREST HAVEN CARE CENTRE,1000 EAST HOWARD,CRESTON,IA,50801,6417825012,Union,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,38.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165278,LIVING CENTER WEST,1050 4TH AVENUE SE,CEDAR RAPIDS,IA,52403,3193668714,Linn,Y,Y,8.0,8.0,20.0,20.0,12.0,12.0,100.0,77.0,0.0,0.0,4.0,4.0,103.9,155.84,103.9,155.84,,,,,,,,,
05/24/20,165279,MONTICELLO NURSING & REHAB CEN,500 PINEHAVEN DRIVE,MONTICELLO,IA,52310,3194655415,Jones,Y,Y,0.0,0.0,17.0,17.0,1.0,1.0,80.0,66.0,0.0,0.0,0.0,0.0,0.0,15.15,0.0,15.15,,,,,,,,,
05/24/20,165280,BETTENDORF HEALTH CARE CENTER,2730 CROW CREEK ROAD,BETTENDORF,IA,52722,5633327463,Scott,Y,Y,1.0,1.0,10.0,10.0,0.0,0.0,86.0,50.0,0.0,0.0,1.0,1.0,20.0,0.0,20.0,0.0,,,,,,,,,
05/24/20,165281,ON WITH LIFE AT GLENWOOD,714 SOUTH LACEY SUITE 100,GLENWOOD,IA,51534,7125251294,Mills,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,32.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165282,VALLEY VIEW SPECIALTY CARE,2313 15TH AVENUE,ELDORA,IA,50627,6418585422,Hardin,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,37.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165283,FELLOWSHIP VILLAGE,300 EAST JEFFERSON,INWOOD,IA,51240,7127534663,Lyon,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165284,SUNNY KNOLL CARE CENTRE,135 WARNER STREET,ROCKWELL CITY,IA,50579,7122978918,Calhoun,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,38.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165285,CORNING SPECIALTY CARE,1614 NORTHGATE DRIVE,CORNING,IA,50841,6413224061,Adams,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165286,SUNRISE HILL CARE CENTER,909 6TH STREET,TRAER,IA,50675,3194782730,Tama,Y,Y,0.0,0.0,2.0,2.0,0.0,0.0,76.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165287,CRESTVIEW SPECIALTY CARE,451 WEST ORANGE STREET,WEST BRANCH,IA,52358,3196432551,Cedar,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,65.0,58.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165288,ATLANTIC SPECIALTY CARE,1300 EAST 19TH STREET,ATLANTIC,IA,50022,7122433952,Cass,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,90.0,65.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165290,NORTH CREST LIVING CENTER,34 NORTHCREST DRIVE,COUNCIL BLUFFS,IA,51503,7123282333,Pottawattamie,N,,,,,,,,,,,,,,,,,,,,,,,,,,
05/24/20,165291,"FRIENDSHIP HAVEN, INC",420 SOUTH KENYON ROAD,FORT DODGE,IA,50501,5155732121,Webster,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,155.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165292,BEDFORD SPECIALTY CARE,1005 WEST PEARL,BEDFORD,IA,50833,7125232161,Taylor,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165293,SOUTHERN HILLS SPECIALTY CARE,444 NORTH WEST VIEW DRIVE,OSCEOLA,IA,50213,6413426061,Clarke,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,90.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165294,AVOCA SPECIALTY CARE,610 EAST YORK STREET,AVOCA,IA,51521,7123436398,Pottawattamie,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,46.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165295,MONTEZUMA SPECIALTY CARE,316 MEADOW LANE DRIVE,MONTEZUMA,IA,50171,6416235497,Poweshiek,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,41.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165296,PLEASANT VIEW CARE CENTER,200 SHANNON DRIVE,WHITING,IA,51063,7124582417,Monona,Y,Y,1.0,1.0,0.0,0.0,0.0,0.0,90.0,66.0,0.0,0.0,0.0,0.0,15.15,0.0,15.15,0.0,,,,,,,,,
05/24/20,165297,NEW HAMPTON NURSING & REHAB CE,703 SOUTH FOURTH AVENUE,NEW HAMPTON,IA,50659,6413944153,Chickasaw,Y,Y,0.0,0.0,19.0,19.0,0.0,0.0,56.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165298,PINNACLE SPECIALTY CARE,1223 PRAIRIEVIEW  ROAD,CEDAR FALLS,IA,50613,3192680489,Black Hawk,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,100.0,89.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165299,CRESTVIEW ACRES,1485 GRAND,MARION,IA,52302,3193774823,Linn,Y,Y,2.0,2.0,1.0,1.0,1.0,1.0,100.0,75.0,0.0,0.0,1.0,1.0,26.67,13.33,26.67,13.33,,,,,,,,,
05/24/20,165300,LAPORTE CITY SPECIALTY CARE,1100 HWY 218 N,LA PORTE CITY,IA,50651,3193422125,Black Hawk,Y,Y,0.0,0.0,9.0,9.0,0.0,0.0,46.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165301,GREAT RIVER CARE CENTER,1400 WEST MAIN,MC GREGOR,IA,52157,5638733527,Clayton,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,39.0,31.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165302,LINN HAVEN REHAB & HEALTHCARE,530 SOUTH LINN AVENUE,NEW HAMPTON,IA,50659,6413943151,Chickasaw,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,70.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165303,REHABILITATION CENTERS OF INDEPENDENCE WEST CAMPUS,1610 THIRD STREET NE,INDEPENDENCE,IA,50644,3193346039,Buchanan,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,86.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165304,MONTROSE HEALTH CENTER,400 SOUTH 7TH STREET,MONTROSE,IA,52639,3194635438,Lee,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,46.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165305,CHARITON SPECIALTY CARE,1214 NORTH SEVENTH STREET,CHARITON,IA,50049,6417745921,Lucas,Y,Y,0.0,0.0,2.0,2.0,0.0,0.0,60.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165306,PARKVIEW CARE CENTER,2237 HIGHWAY 34,FAIRFIELD,IA,52556,6414725022,Jefferson,Y,Y,0.0,0.0,3.0,3.0,0.0,0.0,70.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165307,PILLAR OF CEDAR VALLEY,1410 WEST DUNKERTON ROAD,WATERLOO,IA,50703,3192912509,Black Hawk,Y,Y,28.0,28.0,2.0,2.0,1.0,1.0,200.0,163.0,0.0,0.0,5.0,5.0,171.78,6.13,171.78,6.13,,,,,,,,,
05/24/20,165308,WEST RIDGE SPECIALTY CARE,1904  WEST HOWARD STREET,KNOXVILLE,IA,50138,6418423153,Marion,Y,Y,0.0,0.0,5.0,5.0,0.0,0.0,78.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165309,SHELL ROCK SENIOR LIVING,920 NORTH CHERRY STREET,SHELL ROCK,IA,50670,3198854341,Butler,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,44.0,35.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165310,HERITAGE SPECIALTY CARE,200 CLIVE DRIVE SW,CEDAR RAPIDS,IA,52404,3193967171,Linn,Y,Y,0.0,0.0,2.0,2.0,1.0,1.0,172.0,78.0,0.0,0.0,7.0,7.0,0.0,12.82,0.0,12.82,,,,,,,,,
05/24/20,165311,ACCURA HEALTHCARE OF LE MARS,954 7TH AVENUE SE,LE MARS,IA,51031,7125467831,Plymouth,Y,Y,0.0,0.0,2.0,2.0,0.0,0.0,46.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165312,FONDA SPECIALTY CARE,607 QUEEN STREET,FONDA,IA,50540,7122884441,Pocahontas,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,46.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165313,OAKWOOD SPECIALTY CARE,200 16TH AVENUE EAST,ALBIA,IA,52531,6419327105,Monroe,Y,Y,16.0,16.0,3.0,3.0,3.0,3.0,54.0,41.0,0.0,0.0,7.0,7.0,390.24,73.17,390.24,73.17,,,,,,,,,
05/24/20,165314,LAMONI SPECIALTY CARE,215 SOUTH OAK STREET,LAMONI,IA,50140,6417843388,Decatur,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,43.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165316,ELDORA SPECIALTY CARE,1510 22ND STREET,ELDORA,IA,50627,6419393491,Hardin,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165318,COLONIAL MANOR OF AMANA,3207 220TH TRAIL,AMANA,IA,52203,3196223131,Iowa,Y,Y,0.0,0.0,8.0,8.0,0.0,0.0,60.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165320,"ZEARING HEALTH CARE, LLC",404 EAST GARFIELD ST,ZEARING,IA,50278,6414877631,Story,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,40.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165322,COTTAGE GROVE PLACE,2115 FIRST AVENUE SE,CEDAR RAPIDS,IA,52402,3193632420,Linn,Y,Y,1.0,1.0,1.0,1.0,1.0,1.0,64.0,44.0,0.0,0.0,0.0,0.0,22.73,22.73,22.73,22.73,,,,,,,,,
05/24/20,165323,CORRECTIONVILLE SPECIALTY CARE,1116 EAST HIGHWAY 20,CORRECTIONVILLE,IA,51016,7123724466,Woodbury,Y,Y,0.0,0.0,1.0,1.0,0.0,0.0,39.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165324,"ACCURA HEALTHCARE OF PLEASANTVILLE, LLC",909 NORTH STATE STREET,PLEASANTVILLE,IA,50225,5158485718,Marion,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,60.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165325,MANOR HOUSE CARE CENTER,1212 SOUTH STUART STREET,SIGOURNEY,IA,52591,6416222142,Keokuk,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,72.0,47.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165326,BLOOMFIELD CARE CENTER,800 NORTH DAVIS STREET,BLOOMFIELD,IA,52537,6416642699,Davis,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,91.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165327,SUNRISE TERRACE NURSING & REHABILITATION CENTER,706 WEST CENTRAL AVENUE,WINFIELD,IA,52659,3192573303,Henry,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,46.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165329,KINGSLEY SPECIALTY CARE,305 WEST THIRD BOX 10,KINGSLEY,IA,51028,7123782400,Plymouth,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,43.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165330,CHEROKEE SPECIALTY CARE,1011 NORTH ROOSEVELT,CHEROKEE,IA,51012,7122255189,Cherokee,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,62.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165331,MORNING SUN CARE CENTER,200 WASHINGTON ST BOX 9,MORNING SUN,IA,52640,3198687751,Louisa,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165332,ACCURA HEALTHCARE OF STANTON,213 HALLAND AVENUE,STANTON,IA,51573,7128292727,Montgomery,Y,Y,0.0,0.0,5.0,5.0,0.0,0.0,46.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165333,HALLMARK CARE CENTER,215 HIGHWAY 30 WEST,MOUNT VERNON,IA,52314,3198958891,Linn,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,55.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165334,GUTTENBERG CARE CENTER,1315 ACRE STREET,GUTTENBERG,IA,52052,5632522281,Clayton,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,93.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165335,HUBBARD CARE CENTER,403 SOUTH STATE STREET,HUBBARD,IA,50122,6418643264,Hardin,Y,Y,0.0,0.0,8.0,8.0,0.0,0.0,60.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165336,REHABILITATION CENTER OF ALLISON,900 7TH STREET WEST,ALLISON,IA,50602,3192672791,Butler,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,60.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165337,ABCM REHAB CENTERS OF INDEPENDENCE EAST CAMPUS,1700 THIRD STREET NE,INDEPENDENCE,IA,50644,3193347015,Buchanan,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165338,NORTHGATE CARE CENTER,960 4TH STREET NW,WAUKON,IA,52172,5635683493,Allamakee,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165339,DUMONT WELLNESS CENTER,921 THIRD STREET,DUMONT,IA,50625,6418573401,Butler,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,38.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165340,GRANDVIEW HEALTHCARE CENTER,800 FIFTH STREET SE,OELWEIN,IA,50662,3192831908,Fayette,Y,Y,0.0,0.0,1.0,1.0,0.0,0.0,93.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165341,OELWEIN HEALTH CARE CENTER,600 SEVENTH STREET SE,OELWEIN,IA,50662,3192832794,Fayette,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,61.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165342,WILLOW DALE WELLNESS VILLAGE,404 FIRST STREET,BATTLE CREEK,IA,51006,7123654332,Ida,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,50.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165343,PARK VIEW REHABILITATION CENTER,601 PARK AVENUE,SAC CITY,IA,50583,7126623818,Sac,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,77.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165344,ASPIRE OF GOWRIE,1808 MAIN STREET,GOWRIE,IA,50543,5153575817,Webster,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,46.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165345,PARKRIDGE SPECIALTY CARE,5800 NE 12TH AVENUE,PLEASANT HILL,IA,50327,5152655348,Polk,Y,Y,0.0,0.0,1.0,1.0,0.0,0.0,90.0,76.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,
05/24/20,165346,MAPLE MANOR VILLAGE,345 PARROTT ST,APLINGTON,IA,50604,3193472309,Butler,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
